CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO_FK;MEDICAMENTO_CLINICO_DESC;TIPO_FK;TIPO_DESC;CANTIDAD;UNIDAD_MEDIDA_CANTIDAD_FK;UNIDAD_MEDIDA_CANTIDAD_DESC;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_FK;PACK_MULTI_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_FK;VOLUMEN_TOTAL_UNIDAD_DESC
7478687;ácido ascórbico 100 mg + ácido fólico 2 mg + cianocobalamina 1 mg + fumarato ferroso 330 mg (hierro 109 mg) cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;416864;ácido ascórbico 100 mg + ácido fólico 2 mg + cianocobalamina 1 mg + fumarato ferroso 330 mg (hierro 109 mg) cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
6908983;ácido ascórbico 100 mg + ácido fólico 3 mg + cianocobalamina 1 mg + sulfato ferroso 540 mg (hierro 109 mg) cápsula liberación modificada 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6908941;ácido ascórbico 100 mg + ácido fólico 3 mg + cianocobalamina 1 mg + sulfato ferroso 540 mg (hierro 109 mg) cápsula liberación modificada;4589162;venta público;30;6764541;cápsulas;;;;;;
7725597;ácido ascórbico 100 mg + calcio 250 mg + magnesio 100,06 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987302;ácido ascórbico 100 mg + calcio 250 mg + magnesio 100,06 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7425628;ácido ascórbico 100 mg + carbonato de calcio 465 mg + colecalciferol 400 UI + fosfato de calcio 35 mg comprimido 32 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7425578;ácido ascórbico 100 mg + carbonato de calcio 465 mg + colecalciferol 400 UI + fosfato de calcio 35 mg comprimido;4589162;venta público;32;6802296;comprimidos;;;;;;
7112725;ácido ascórbico 100 mg comprimido 100 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987514;ácido ascórbico 100 mg comprimido;4589162;venta público;100;6802296;comprimidos;;;;;;
6742963;ácido ascórbico 100 mg/mL inyectable 100 ampollas 1 mililitro;;Vigente;Insensible;Autogenerado;;;;;;;5986919;ácido ascórbico 100 mg/mL inyectable;4589152;envase clínico;100;6802291;ampollas;;;;1;5765871;mililitro
7412986;ácido ascórbico 1000 mg + zinc 10 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5509351;ácido ascórbico 1000 mg + zinc 10 mg comprimido;4589162;venta público;10;6802296;comprimidos;;6802296;comprimidos;;;
7517483;ácido ascórbico 1000 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;183501;ácido ascórbico 1000 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7517486;ácido ascórbico 1000 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;183501;ácido ascórbico 1000 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7458816;ácido ascórbico 200 mg + bacillo coagulans comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7458802;ácido ascórbico 200 mg + bacillo coagulans comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7517511;ácido ascórbico 2000 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6638775;ácido ascórbico 2000 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7517515;ácido ascórbico 2000 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6638775;ácido ascórbico 2000 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7640357;ácido ascórbico 25 mg/mL + noscapina 1,1 mg/mL + paracetamol 100 mg/mL + pseudoefedrina clorhidrato 15 mg/mL gotas orales 1 frasco 15 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7640347;ácido ascórbico 25 mg/mL + noscapina 1,1 mg/mL + paracetamol 100 mg/mL + pseudoefedrina clorhidrato 15 mg/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;15;7008554;mililitros
7640318;ácido ascórbico 25 mg/5 mL + noscapina 1,1 mg/5 mL + paracetamol 100 mg/5 mL + pseudoefedrina clorhidrato 15 mg/5 mL suspensión oral 1 frasco 120 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7640286;ácido ascórbico 25 mg/5 mL + noscapina 1,1 mg/5 mL + paracetamol 100 mg/5 mL + pseudoefedrina clorhidrato 15 mg/5 mL suspensión oral;4589162;venta público;1;5767861;frasco;;;;120;7008554;mililitros
7495567;ácido ascórbico 30 mg + alfa tocoferol 7,5 UI + retinol 2500 UI + zinc 7,5 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7495544;ácido ascórbico 30 mg + alfa tocoferol 7,5 UI + retinol 2500 UI + zinc 7,5 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7355129;ácido ascórbico 50 mg + cafeína 33 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 400 mg polvo para preparado oral 30 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7354121;ácido ascórbico 50 mg + cafeína 33 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 400 mg polvo para preparado oral;4589162;venta público;30;6802308;sobres;;;;;;
7469750;ácido ascórbico 50 mg + cafeína 33 mg + noscapina 10 mg + paracetamol 400 mg cápsula y ácido ascórbico 50 mg + cafeína 33 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 400 mg cápsula 18 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7469721;ácido ascórbico 50 mg + cafeína 33 mg + noscapina 10 mg + paracetamol 400 mg cápsula y ácido ascórbico 50 mg + cafeína 33 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 400 mg cápsula;4589162;venta público;18;6764541;cápsulas;;;;;;
7355121;ácido ascórbico 50 mg + cafeína 33 mg + noscapina 10 mg + paracetamol 400 mg polvo para preparado oral 30 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7354106;ácido ascórbico 50 mg + cafeína 33 mg + noscapina 10 mg + paracetamol 400 mg polvo para preparado oral;4589162;venta público;30;6802308;sobres;;;;;;
7354021;ácido ascórbico 50 mg + cafeína 40 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 650 mg polvo para preparado oral 30 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7353984;ácido ascórbico 50 mg + cafeína 40 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 650 mg polvo para preparado oral;4589162;venta público;30;6802308;sobres;;6802308;sobres;;;
7469802;ácido ascórbico 50 mg + cafeína 40 mg + noscapina 10 mg + paracetamol 650 mg comprimido y ácido ascórbico 50 mg + cafeína 40 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 650 mg comprimido 18 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7469790;ácido ascórbico 50 mg + cafeína 40 mg + noscapina 10 mg + paracetamol 650 mg comprimido y ácido ascórbico 50 mg + cafeína 40 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 650 mg comprimido;4589162;venta público;18;6802296;comprimidos;;;;;;
7354060;ácido ascórbico 50 mg + cafeína 40 mg + noscapina 10 mg + paracetamol 650 mg polvo para preparado oral 30 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7353957;ácido ascórbico 50 mg + cafeína 40 mg + noscapina 10 mg + paracetamol 650 mg polvo para preparado oral;4589162;venta público;30;6802308;sobres;;;;;;
7640265;ácido ascórbico 50 mg + noscapina 9,19 mg + paracetamol 400 mg + pseudoefedrina clorhidrato 60 mg cápsula 10 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7640249;ácido ascórbico 50 mg + noscapina 9,19 mg + paracetamol 400 mg + pseudoefedrina clorhidrato 60 mg cápsula;4589162;venta público;10;6764541;cápsulas;;;;;;
7112729;ácido ascórbico 500 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;183465;ácido ascórbico 500 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7392088;ácido ascórbico 75 mg/mL + colecalciferol 1000 UI/mL + retinol 5000 UI/mL gotas orales 1 frasco 30 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7392080;ácido ascórbico 75 mg/mL + colecalciferol 1000 UI/mL + retinol 5000 UI/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;30;7008554;mililitros
7101681;ácido ascórbico 75 mg/mL + colecalciferol 400 UI/mL + retinol 2500 UI/mL gotas orales 1 frasco 30 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7091109;ácido ascórbico 75 mg/mL + colecalciferol 400 UI/mL + retinol 2500 UI/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;30;7008554;mililitros
7458563;ácido ascórbico 75 mg/mL + colecalciferol 800 UI/mL + retinol 3333 UI/mL gotas orales 1 frasco 30 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7458472;ácido ascórbico 75 mg/mL + colecalciferol 800 UI/mL + retinol 3333 UI/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;30;7008554;mililitros
7388889;ácido ascórbico 75 mg/mL + ergocalciferol 1000 UI/mL + retinol 5000 UI/mL gotas orales 1 frasco 30 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;919135;ácido ascórbico 75 mg/mL + ergocalciferol 1000 UI/mL + retinol 5000 UI/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;30;7008554;mililitros
7428386;ácido bórico 20% (200 mg/g) + clorocresol 1% (10 mg/g) + óxido de zinc 20% (200 mg/g) polvo 1 frasco 120 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7428303;ácido bórico 20% (200 mg/g) + clorocresol 1% (10 mg/g) + óxido de zinc 20% (200 mg/g) polvo;4589162;venta público;1;5767861;frasco;;;;120;7100992;gramos
7428366;ácido bórico 20% (200 mg/g) + clorocresol 1% (10 mg/g) + óxido de zinc 20% (200 mg/g) polvo 1 frasco 60 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7428303;ácido bórico 20% (200 mg/g) + clorocresol 1% (10 mg/g) + óxido de zinc 20% (200 mg/g) polvo;4589162;venta público;1;5767861;frasco;;;;60;7100992;gramos
7428369;ácido bórico 20% (200 mg/g) + clorocresol 1% (10 mg/g) + óxido de zinc 20% (200 mg/g) polvo 1 frasco 80 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7428303;ácido bórico 20% (200 mg/g) + clorocresol 1% (10 mg/g) + óxido de zinc 20% (200 mg/g) polvo;4589162;venta público;1;5767861;frasco;;;;80;7100992;gramos
7680443;ácido bórico 250 g polvo 1 sobre;;Vigente;Insensible;Autogenerado;;;;;;;101008;ácido bórico 250 g polvo;4589162;venta público;1;5767600;sobre;;;;;;
7610632;ácido cítrico 1000 mg + citrato de potasio 3300 mg (potasio 30,5 mEq) granulado 50 sobres;;Vigente;Insensible;Autogenerado;;;;;;;811027;ácido cítrico 1000 mg + citrato de potasio 3300 mg (potasio 30,5 mEq) granulado;4589162;venta público;50;6802308;sobres;;;;;;
7616861;ácido cítrico 12 g + óxido de magnesio 3,5 g + picosulfato de sodio 10 mg polvo para preparado oral 2 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7616852;ácido cítrico 12 g + óxido de magnesio 3,5 g + picosulfato de sodio 10 mg polvo para preparado oral;4589162;venta público;2;6802308;sobres;;;;;;
7610575;ácido cítrico 145 mg/mL + citrato de potasio 463 mg/mL + citrato de sodio 390 mg/mL granulado 50 sobres;;Vigente;Insensible;Autogenerado;;;;;;;5986443;ácido cítrico 145 mg/mL + citrato de potasio 463 mg/mL + citrato de sodio 390 mg/mL granulado;4589162;venta público;50;6802308;sobres;;;;;;
7469575;ácido cítrico 2,13 g + bicarbonato de sodio 2,31 g + carbonato de sodio 500 mg polvo para preparado oral 72 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7469572;ácido cítrico 2,13 g + bicarbonato de sodio 2,31 g + carbonato de sodio 500 mg polvo para preparado oral;4589162;venta público;72;6802308;sobres;;;;;7100992;gramos
7469448;ácido cítrico 2,17 g + bicarbonato de sodio 2,84 g + carbonato de sodio 500 mg polvo para preparado oral 1 frasco 110 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7469397;ácido cítrico 2,17 g + bicarbonato de sodio 2,84 g + carbonato de sodio 500 mg polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;110;7100992;gramos
7469516;ácido cítrico 2,17 g + bicarbonato de sodio 2,84 g + carbonato de sodio 500 mg polvo para preparado oral 5 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7469397;ácido cítrico 2,17 g + bicarbonato de sodio 2,84 g + carbonato de sodio 500 mg polvo para preparado oral;4589162;venta público;5;6802308;sobres;;;;;7100992;gramos
7469443;ácido cítrico 2,17 g + bicarbonato de sodio 2,84 g + carbonato de sodio 500 mg polvo para preparado oral 72 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7469397;ácido cítrico 2,17 g + bicarbonato de sodio 2,84 g + carbonato de sodio 500 mg polvo para preparado oral;4589162;venta público;72;6802308;sobres;;;;5;7100992;gramos
7332670;ácido cromoglícico 2% (20 mg/mL) colirio 1 frasco 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7332643;ácido cromoglícico 2% (20 mg/mL) colirio;4589162;venta público;1;5767861;frasco;;;;10;7008554;mililitros
7682630;ácido dehidrocólico 250 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6413674;ácido dehidrocólico 250 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7456846;ácido docosahexaenoico + ácido eicosapentaenoico + multivitamínico + sales minerales cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7456830;ácido docosahexaenoico + ácido eicosapentaenoico + multivitamínico + sales minerales cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7491892;ácido docosahexaenoico + ácido eicosapentaenoico + multivitamínico + sales minerales cápsula 60 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7456830;ácido docosahexaenoico + ácido eicosapentaenoico + multivitamínico + sales minerales cápsula;4589162;venta público;60;6764541;cápsulas;;;;;;
7459402;ácido docosahexaenoico + multivitamínico + sales minerales cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7455984;ácido docosahexaenoico + multivitamínico + sales minerales cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7609123;ácido docosahexaenoico cápsula 30 cápsulas y multivitamínico + sales minerales comprimido 30 comprimidos;;Vigente;Insensible;Manual;;;;;;;7609090;ácido docosahexaenoico cápsula y multivitamínico + sales minerales comprimido;4589162;venta público;1;5767867;kit;;;;;;
7523090;ácido docosahexaenoico 200 mg + ácido eicosapentaenoico 50 mg cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7459249;ácido docosahexaenoico 200 mg + ácido eicosapentaenoico 50 mg cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7500631;ácido docosahexaenoico 200 mg + ácido fólico 200 mcg cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7500621;ácido docosahexaenoico 200 mg + ácido fólico 200 mcg cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7609069;ácido docosahexaenoico 200 mg cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;5987080;ácido docosahexaenoico 200 mg cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7499513;ácido fólico 1 mg + bis glicinato ferroso 150 mg (hierro 30 mg) cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7499499;ácido fólico 1 mg + bis glicinato ferroso 150 mg (hierro 30 mg) cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7479785;ácido fólico 1 mg + cianocobalamina 10 mcg + polimaltosa férrica 357 mg (hierro 100 mg) comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986571;ácido fólico 1 mg + cianocobalamina 10 mcg + polimaltosa férrica 357 mg (hierro 100 mg) comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7097793;ácido fólico 1 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;303472;ácido fólico 1 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7491820;ácido fólico 400 mcg + cianocobalamina 2 mcg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7491805;ácido fólico 400 mcg + cianocobalamina 2 mcg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7420732;ácido fólico 5 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;193667;ácido fólico 5 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7097797;ácido fólico 5 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;193667;ácido fólico 5 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7000018;ácido fólico 600 mcg + bis glicinato ferroso 150 mg (hierro 30 mg) comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7000013;ácido fólico 600 mcg + bis glicinato ferroso 150 mg (hierro 30 mg) comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7230652;ácido fusídico 1% (10 mg/g) gel oftálmico 1 pomo 5 gramos;;Vigente;Insensible;Autogenerado;;;;;;;1891153;ácido fusídico 1% (10 mg/g) gel oftálmico;4589162;venta público;1;5912594;pomo;;;;5;7100992;gramos
7230605;ácido fusídico 2% (20 mg/g) + hidrocortisona acetato 1% (10 mg/g) crema 1 pomo 15 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5987498;ácido fusídico 2% (20 mg/g) + hidrocortisona acetato 1% (10 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;15;7100992;gramos
7232575;ácido fusídico 2% (20 mg/g) apósito 10 sobres;;Vigente;Insensible;Autogenerado;;;;;;;5986795;ácido fusídico 2% (20 mg/g) apósito;4589162;venta público;10;6802308;sobres;;;;;;
7230155;ácido fusídico 2% (20 mg/g) crema 1 pomo 15 gramos;;Vigente;Insensible;Autogenerado;;;;;;;1709107;ácido fusídico 2% (20 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;15;7100992;gramos
7233547;ácido fusídico 2% (20 mg/g) ungüento 1 pomo 15 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7230421;ácido fusídico 2% (20 mg/g) ungüento;4589162;venta público;1;5912594;pomo;;;;15;7100992;gramos
7229844;ácido fúsidico 20 mg + betametasona valerato 1 mg 1 pomo 15 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5987179;ácido fusídico 2% (20 mg/g) + betametasona valerato 0,1% (1 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;15;7100992;gramos
7679993;ácido gadotérico 279,32 mg/mL (0,5 mmol/mL) inyectable 1 vial 15 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987149;ácido gadotérico 279,32 mg/mL (0,5 mmol/mL) inyectable;4589162;venta público;1;5767894;vial;;;;15;7008554;mililitros
7680001;ácido gadotérico 279,32 mg/mL (0,5 mmol/mL) inyectable 25 viales 15 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987149;ácido gadotérico 279,32 mg/mL (0,5 mmol/mL) inyectable;4589152;envase clínico;25;7218083;viales;;;;15;7008554;mililitros
7641454;ácido gamma amino beta hidroxibutírico 37 mg + ácido gamma aminobutírico 75 mg + bromhidrato de glutamato de magnesio 75 mg + piridoxina 37 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986594;ácido gamma amino beta hidroxibutírico 37 mg + ácido gamma aminobutírico 75 mg + bromhidrato de glutamato de magnesio 75 mg + piridoxina 37 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7641469;ácido gamma amino beta hidroxibutírico 37 mg + ácido gamma aminobutírico 75 mg + bromhidrato de glutamato de magnesio 75 mg + piridoxina 37 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986594;ácido gamma amino beta hidroxibutírico 37 mg + ácido gamma aminobutírico 75 mg + bromhidrato de glutamato de magnesio 75 mg + piridoxina 37 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
7641586;ácido gamma amino beta hidroxibutírico 50 mg/5 mL + ácido gamma aminobutírico 100 mg/5 mL + bromhidrato de glutamato de magnesio 100 mg/5 mL + piridoxina 50 mg/5 mL solución oral 1 frasco 80 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7641506;ácido gamma amino beta hidroxibutírico 50 mg/5 mL + ácido gamma aminobutírico 100 mg/5 mL + bromhidrato de glutamato de magnesio 100 mg/5 mL + piridoxina 50 mg/5 mL solución oral;4589162;venta público;1;5767861;frasco;;;;80;7008554;mililitros
7601593;ácido gamma aminobutírico 150 mg + hematoporfirina 200 mcg + procaína 50 mg cápsula 28 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;1541073;ácido gamma aminobutírico 150 mg + hematoporfirina 200 mcg + procaína 50 mg cápsula;4589162;venta público;28;6764541;cápsulas;;;;;;
7649607;ácido glutámico 200 mg + multivitamínico cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;5987600;ácido glutámico 200 mg + multivitamínico cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7649605;ácido glutámico 200 mg + multivitamínico cápsula 60 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;5987600;ácido glutámico 200 mg + multivitamínico cápsula;4589162;venta público;60;6764541;cápsulas;;;;;;
7524092;ácido glutámico 240 mg + glutamato de sodio 160 mg + piridoxina 2 mg cápsula 60 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7524077;ácido glutámico 240 mg + glutamato de sodio 160 mg + piridoxina 2 mg cápsula;4589162;venta público;60;6764541;cápsulas;;;;;;
